code,name,description,refreshed_at,from_date,to_date
BOM503639,Indsoya Ltd. EOD Prices,End of Day prices and additional trading information for Indsoya Ltd. EOD Prices.,2018-12-14 13:22:21,1992-11-04,1992-11-04
BOM503641,Zodiac Ventures Limited EOD Prices,End of Day prices and additional trading information for Zodiac Ventures Limited EOD Prices.,2015-11-12 11:56:32,1992-04-08,2015-08-26
BOM503657,VEER ENERGY & INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for VEER ENERGY & INFRASTRUCTURE LTD. EOD Prices.,2019-02-01 13:23:49,2001-03-09,2019-01-31
BOM503659,Sw Investments Ltd EOD Prices,End of Day prices and additional trading information for Sw Investments Ltd EOD Prices.,2015-11-12 11:56:32,1995-11-22,2015-08-13
BOM503663,Tilak Ventures Ltd EOD Prices,End of Day prices and additional trading information for Tilak Ventures Ltd EOD Prices.,2019-02-01 13:23:49,2010-07-29,2019-01-29
BOM503669,K K Fincorp Limited EOD Prices,End of Day prices and additional trading information for K K Fincorp Limited EOD Prices.,2019-02-01 13:23:49,1991-01-03,2018-12-03
BOM503671,Unijolly Investments Co.ltd. EOD Prices,End of Day prices and additional trading information for Unijolly Investments Co.ltd. EOD Prices.,2018-12-14 13:22:21,2000-09-28,2000-09-28
BOM503675,Wagend Infra Venture Limited EOD Prices,End of Day prices and additional trading information for Wagend Infra Venture Limited EOD Prices.,2019-02-01 13:23:49,1996-01-11,2018-09-10
BOM503681,ELCID INVESTMENTS LTD. EOD Prices,End of Day prices and additional trading information for ELCID INVESTMENTS LTD. EOD Prices.,2019-02-01 13:23:49,2003-09-25,2018-08-09
BOM503685,MEDIAONE GLOBAL ENTERTAINMENT LTD. EOD Prices,End of Day prices and additional trading information for MEDIAONE GLOBAL ENTERTAINMENT LTD. EOD Prices.,2019-02-01 13:23:49,1991-06-05,2016-07-11
BOM503689,HEALTHY INVESTMENTS LTD. EOD Prices,End of Day prices and additional trading information for HEALTHY INVESTMENTS LTD. EOD Prices.,2019-02-01 13:23:49,2000-09-28,2013-05-16
BOM503691,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$ EOD Prices,End of Day prices and additional trading information for SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$ EOD Prices.,2019-02-01 13:23:49,1994-03-22,2019-01-28
BOM503699,Geodesic Ltd. EOD Prices,End of Day prices and additional trading information for Geodesic Ltd. EOD Prices.,2015-11-12 11:56:33,1996-05-27,2015-05-07
BOM503722,BANSWARA SYNTEX LTD.-$ EOD Prices,End of Day prices and additional trading information for BANSWARA SYNTEX LTD.-$ EOD Prices.,2019-02-01 13:23:49,1993-09-20,2019-01-30
BOM503772,MODELLA WOOLLENS LTD. EOD Prices,End of Day prices and additional trading information for MODELLA WOOLLENS LTD. EOD Prices.,2019-02-01 13:23:49,1992-01-24,2018-12-26
BOM503776,MODIPON LTD. EOD Prices,End of Day prices and additional trading information for MODIPON LTD. EOD Prices.,2019-02-01 13:23:49,1991-03-21,2018-12-28
BOM503780,Nrc Ltd. EOD Prices,End of Day prices and additional trading information for Nrc Ltd. EOD Prices.,2015-11-12 11:56:33,1991-01-03,2015-05-25
BOM503796,DIGJAM LTD. EOD Prices,End of Day prices and additional trading information for DIGJAM LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-03,2016-03-29
BOM503804,SHRI DINESH MILLS LTD.-$ EOD Prices,End of Day prices and additional trading information for SHRI DINESH MILLS LTD.-$ EOD Prices.,2019-02-01 13:23:49,1991-01-02,2019-01-31
BOM503806,SRF LTD. EOD Prices,End of Day prices and additional trading information for SRF LTD. EOD Prices.,2019-02-01 13:23:49,2013-10-30,2019-01-31
BOM503811,SIYARAM SILK MILLS LTD.-$ EOD Prices,End of Day prices and additional trading information for SIYARAM SILK MILLS LTD.-$ EOD Prices.,2019-02-01 13:23:49,1991-01-02,2019-01-31
BOM503816,SWADESHI POLYTEX LTD. EOD Prices,End of Day prices and additional trading information for SWADESHI POLYTEX LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-03,2019-01-22
BOM503823,BIRLA TRANSASIA CARPETS LTD. EOD Prices,End of Day prices and additional trading information for BIRLA TRANSASIA CARPETS LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-03,2018-01-29
BOM503831,FOMENTO RESORTS & HOTELS LTD. EOD Prices,End of Day prices and additional trading information for FOMENTO RESORTS & HOTELS LTD. EOD Prices.,2019-02-01 13:23:49,2013-09-25,2019-01-31
BOM503837,SHREE RAJASTHAN SYNTEX LTD.-$ EOD Prices,End of Day prices and additional trading information for SHREE RAJASTHAN SYNTEX LTD.-$ EOD Prices.,2019-02-01 13:23:49,1991-01-02,2019-01-15
BOM503863,SHREE MANUFACTURING CO.LTD. EOD Prices,End of Day prices and additional trading information for SHREE MANUFACTURING CO.LTD. EOD Prices.,2019-02-01 13:23:49,1995-10-30,2018-10-24
BOM503873,Priyadarshini Spinning Mills Ltd. EOD Prices,End of Day prices and additional trading information for Priyadarshini Spinning Mills Ltd. EOD Prices.,2015-11-12 11:56:33,1991-01-09,2015-07-29
BOM503881,HIND SYNTEX LTD. EOD Prices,End of Day prices and additional trading information for HIND SYNTEX LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-03,2018-12-20
BOM503893,SATYAM SILK MILLS LTD. EOD Prices,End of Day prices and additional trading information for SATYAM SILK MILLS LTD. EOD Prices.,2019-02-01 13:23:49,1991-08-08,2005-07-04
BOM503940,Asian Electronics Ltd. EOD Prices,End of Day prices and additional trading information for Asian Electronics Ltd. EOD Prices.,2015-11-12 11:56:33,1991-02-21,2015-06-30
BOM503960,BHARAT BIJLEE LTD.-$ EOD Prices,End of Day prices and additional trading information for BHARAT BIJLEE LTD.-$ EOD Prices.,2019-02-01 13:23:49,1991-01-02,2019-01-31
BOM503978,DIGITAL ELECTRONICS LTD. EOD Prices,End of Day prices and additional trading information for DIGITAL ELECTRONICS LTD. EOD Prices.,2019-02-01 13:23:49,1996-04-05,1999-09-03
BOM504000,ELPRO INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for ELPRO INTERNATIONAL LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-07,2019-01-31
BOM504008,EMCO LTD.-$ EOD Prices,End of Day prices and additional trading information for EMCO LTD.-$ EOD Prices.,2019-02-01 13:23:49,1991-09-04,2019-01-31
BOM504028,GEE LTD. EOD Prices,End of Day prices and additional trading information for GEE LTD. EOD Prices.,2019-02-01 13:23:49,1996-01-17,2019-01-31
BOM504036,HIND RECTIFIERS LTD. EOD Prices,End of Day prices and additional trading information for HIND RECTIFIERS LTD. EOD Prices.,2019-02-01 13:23:49,1991-04-04,2019-01-31
BOM504058,INDO-NATIONAL LTD. EOD Prices,End of Day prices and additional trading information for INDO-NATIONAL LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-14,2019-01-31
BOM504067,ZENSAR TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for ZENSAR TECHNOLOGIES LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-02,2019-01-31
BOM504076,JYOTI LTD.-$ EOD Prices,End of Day prices and additional trading information for JYOTI LTD.-$ EOD Prices.,2019-02-01 13:23:49,1991-01-03,2019-01-31
BOM504080,JSL INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for JSL INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:49,1996-04-11,2018-12-17
BOM504084,KAYCEE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for KAYCEE INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:49,1996-03-06,2019-01-31
BOM504092,INDOKEM LTD. EOD Prices,End of Day prices and additional trading information for INDOKEM LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-03,2019-01-31
BOM504093,PANASONIC ENERGY INDIA COMPANY LTD.-$ EOD Prices,End of Day prices and additional trading information for PANASONIC ENERGY INDIA COMPANY LTD.-$ EOD Prices.,2019-02-01 13:23:49,1991-01-02,2019-01-31
BOM504112,NELCO LTD. EOD Prices,End of Day prices and additional trading information for NELCO LTD. EOD Prices.,2019-02-01 13:23:49,1991-02-01,2019-01-31
BOM504132,PERMANENT MAGNETS LTD.-$ EOD Prices,End of Day prices and additional trading information for PERMANENT MAGNETS LTD.-$ EOD Prices.,2019-02-01 13:23:49,1991-02-19,2019-01-31
BOM504176,HIGH ENERGY BATTERIES (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for HIGH ENERGY BATTERIES (INDIA) LTD. EOD Prices.,2019-02-01 13:23:50,1992-01-24,2019-01-31
BOM504180,STANDARD BATTERIES LTD. EOD Prices,End of Day prices and additional trading information for STANDARD BATTERIES LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-11,2019-01-22
BOM504212,UNIVERSAL CABLES LTD. EOD Prices,End of Day prices and additional trading information for UNIVERSAL CABLES LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-11,2019-01-31
BOM504220,W.S.INDUSTRIES (INDIA) LTD.-$ EOD Prices,End of Day prices and additional trading information for W.S.INDUSTRIES (INDIA) LTD.-$ EOD Prices.,2019-02-01 13:23:50,1991-01-07,2019-01-30
BOM504240,DELTON CABLES LTD. EOD Prices,End of Day prices and additional trading information for DELTON CABLES LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-02,2019-01-22
BOM504256,DELTRON LTD. EOD Prices,End of Day prices and additional trading information for DELTRON LTD. EOD Prices.,2019-02-01 13:23:49,1991-01-02,2018-08-27
BOM504258,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-02,2019-01-31
BOM504269,KHAITAN ELECTRICALS LTD. EOD Prices,End of Day prices and additional trading information for KHAITAN ELECTRICALS LTD. EOD Prices.,2019-02-01 13:23:50,1991-02-01,2018-09-26
BOM504273,Modulex Construction Technologies Ltd EOD Prices,End of Day prices and additional trading information for Modulex Construction Technologies Ltd EOD Prices.,2019-02-01 13:23:50,2015-01-27,2019-01-30
BOM504286,DELTA MAGNETS LTD. EOD Prices,End of Day prices and additional trading information for DELTA MAGNETS LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-03,2019-01-31
BOM504288,Polar Industries Ltd. EOD Prices,End of Day prices and additional trading information for Polar Industries Ltd. EOD Prices.,2015-11-12 11:56:33,1991-01-03,2013-12-27
BOM504335,Rutron International Ltd. EOD Prices,End of Day prices and additional trading information for Rutron International Ltd. EOD Prices.,2015-11-12 11:56:33,1994-08-24,2015-08-26
BOM504336,Indtradeco Ltd. EOD Prices,End of Day prices and additional trading information for Indtradeco Ltd. EOD Prices.,2015-11-12 11:56:33,1991-04-08,2015-08-27
BOM504340,Confidence Finance And Trading Limited EOD Prices,End of Day prices and additional trading information for Confidence Finance And Trading Limited EOD Prices.,2019-02-01 13:23:50,2012-03-27,2019-01-25
BOM504341,Ravindra Energy Ltd EOD Prices,End of Day prices and additional trading information for Ravindra Energy Ltd EOD Prices.,2019-02-01 13:23:50,1995-11-09,2019-01-31
BOM504345,Sam Leaseco Ltd. EOD Prices,End of Day prices and additional trading information for Sam Leaseco Ltd. EOD Prices.,2015-11-12 11:56:33,1995-12-01,2015-03-03
BOM504346,G.d.trading & Agencies Ltd. EOD Prices,End of Day prices and additional trading information for G.d.trading & Agencies Ltd. EOD Prices.,,,
BOM504351,EMPOWER INDIA LTD. EOD Prices,End of Day prices and additional trading information for EMPOWER INDIA LTD. EOD Prices.,2019-02-01 13:23:50,1991-11-26,2019-01-30
BOM504353,Titan Trading & Agencies Ltd. EOD Prices,End of Day prices and additional trading information for Titan Trading & Agencies Ltd. EOD Prices.,2015-11-12 11:56:33,1991-11-28,2008-05-22
BOM504356,MULTIPURPOSE TRADING & AGENCIES LTD. EOD Prices,End of Day prices and additional trading information for MULTIPURPOSE TRADING & AGENCIES LTD. EOD Prices.,2019-02-01 13:23:50,2000-11-02,2018-09-07
BOM504358,Turbotech Engineering Ltd. EOD Prices,End of Day prices and additional trading information for Turbotech Engineering Ltd. EOD Prices.,2015-11-12 11:56:33,1991-03-27,2015-01-06
BOM504360,REMI SALES & ENGINEERING LTD. EOD Prices,End of Day prices and additional trading information for REMI SALES & ENGINEERING LTD. EOD Prices.,2019-02-01 13:23:50,1991-03-27,2013-09-12
BOM504365,RIDHI SYNTHETICS LTD. EOD Prices,End of Day prices and additional trading information for RIDHI SYNTHETICS LTD. EOD Prices.,2019-02-01 13:23:50,1991-08-08,2016-06-22
BOM504367,Champion Finsec Ltd. EOD Prices,End of Day prices and additional trading information for Champion Finsec Ltd. EOD Prices.,2015-11-12 11:56:33,1994-03-31,2015-06-22
BOM504369,GRANDMA TRADING & AGENCIES LTD. EOD Prices,End of Day prices and additional trading information for GRANDMA TRADING & AGENCIES LTD. EOD Prices.,2019-02-01 13:23:50,2012-04-04,2019-01-07
BOM504370,ARDI INVESTMENT & TRADING LTD. EOD Prices,End of Day prices and additional trading information for ARDI INVESTMENT & TRADING LTD. EOD Prices.,2019-02-01 13:23:50,1991-03-27,2011-11-30
BOM504375,SOFTBPO GLOBAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for SOFTBPO GLOBAL SERVICES LTD. EOD Prices.,2019-02-01 13:23:50,1996-08-06,2017-08-04
BOM504378,Nyssa Corporation Limited EOD Prices,End of Day prices and additional trading information for Nyssa Corporation Limited EOD Prices.,2019-02-01 13:23:50,2008-02-27,2019-01-30
BOM504380,VINADITYA TRADING CO.LTD. EOD Prices,End of Day prices and additional trading information for VINADITYA TRADING CO.LTD. EOD Prices.,2019-02-01 13:23:50,2010-11-24,2018-03-16
BOM504382,Simplex Trading & Agencies Ltd. EOD Prices,End of Day prices and additional trading information for Simplex Trading & Agencies Ltd. EOD Prices.,2015-11-12 11:56:33,1992-11-24,2015-08-20
BOM504387,ELF TRADING & CHEMICALS MANUFACTURING LTD. EOD Prices,End of Day prices and additional trading information for ELF TRADING & CHEMICALS MANUFACTURING LTD. EOD Prices.,2019-02-01 13:23:50,1995-11-15,2015-05-06
BOM504390,Avtil Enterprise Ltd EOD Prices,End of Day prices and additional trading information for Avtil Enterprise Ltd EOD Prices.,2018-12-14 13:22:21,2012-05-14,2012-05-14
BOM504392,Krishna Ventures Limited EOD Prices,End of Day prices and additional trading information for Krishna Ventures Limited EOD Prices.,2019-02-01 13:23:50,1995-11-22,2019-01-31
BOM504397,GANESH HOLDINGS LTD. EOD Prices,End of Day prices and additional trading information for GANESH HOLDINGS LTD. EOD Prices.,2019-02-01 13:23:50,1993-01-08,1995-06-14
BOM504398,SJ CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for SJ CORPORATION LTD. EOD Prices.,2019-02-01 13:23:50,1991-11-12,2018-11-06
BOM504605,UNI ABEX ALLOY PRODUCTS LTD. EOD Prices,End of Day prices and additional trading information for UNI ABEX ALLOY PRODUCTS LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-03,2019-01-31
BOM504614,SARDA ENERGY & MINERALS LTD.-$ EOD Prices,End of Day prices and additional trading information for SARDA ENERGY & MINERALS LTD.-$ EOD Prices.,2019-02-01 13:23:50,1991-01-02,2019-01-31
BOM504629,ANIL SPECIAL STEEL INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for ANIL SPECIAL STEEL INDUSTRIES LTD.-$ EOD Prices.,2019-02-01 13:23:50,1991-04-19,2017-05-15
BOM504643,BWL LTD. EOD Prices,End of Day prices and additional trading information for BWL LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-09,2008-01-17
BOM504646,BHAGWATI AUTOCAST LTD. EOD Prices,End of Day prices and additional trading information for BHAGWATI AUTOCAST LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-03,2019-01-31
BOM504671,CHASE BRIGHT STEEL LTD. EOD Prices,End of Day prices and additional trading information for CHASE BRIGHT STEEL LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-11,2012-09-28
BOM504673,UNIVERSAL PRIME ALUMINIUM LTD. EOD Prices,End of Day prices and additional trading information for UNIVERSAL PRIME ALUMINIUM LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-03,2019-01-24
BOM504697,GALADA POWER & TELECOMMUNICATION LTD. EOD Prices,End of Day prices and additional trading information for GALADA POWER & TELECOMMUNICATION LTD. EOD Prices.,2019-02-01 13:23:50,1992-09-16,2019-01-11
BOM504701,GONTERMANN-PEIPERS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for GONTERMANN-PEIPERS (INDIA) LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-14,2018-12-31
BOM504713,HINDUSTAN WIRES LTD. EOD Prices,End of Day prices and additional trading information for HINDUSTAN WIRES LTD. EOD Prices.,2019-02-01 13:23:50,1991-03-27,2019-01-25
BOM504731,INDIAN BRIGHT STEEL CO.LTD. EOD Prices,End of Day prices and additional trading information for INDIAN BRIGHT STEEL CO.LTD. EOD Prices.,2019-02-01 13:23:50,1996-10-08,2019-01-30
BOM504741,INDIAN HUME PIPE CO.LTD. EOD Prices,End of Day prices and additional trading information for INDIAN HUME PIPE CO.LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-24,2019-01-31
BOM504746,INDIAN LINK CHAIN MANUFACTURES LTD. EOD Prices,End of Day prices and additional trading information for INDIAN LINK CHAIN MANUFACTURES LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-11,2018-12-14
BOM504786,INVESTMENT & PRECISION CASTINGS LTD. EOD Prices,End of Day prices and additional trading information for INVESTMENT & PRECISION CASTINGS LTD. EOD Prices.,2019-02-01 13:23:50,1992-02-06,2019-01-31
BOM504810,INFORMED TECHNOLOGIES INDIA LTD. EOD Prices,End of Day prices and additional trading information for INFORMED TECHNOLOGIES INDIA LTD. EOD Prices.,2019-02-01 13:23:50,1991-02-15,2019-01-04
BOM504823,Mahindra Ugine Steel Co.ltd. EOD Prices,End of Day prices and additional trading information for Mahindra Ugine Steel Co.ltd. EOD Prices.,2015-11-12 11:56:34,1991-01-02,2014-12-22
BOM504840,KAIRA CAN CO.LTD. EOD Prices,End of Day prices and additional trading information for KAIRA CAN CO.LTD. EOD Prices.,2019-02-01 13:23:50,1996-07-19,2019-01-31
BOM504864,ORISSA SPONGE IRON & STEEL LTD.-$ EOD Prices,End of Day prices and additional trading information for ORISSA SPONGE IRON & STEEL LTD.-$ EOD Prices.,2019-02-01 13:23:50,1991-01-07,2016-09-12
BOM504879,ORIENT ABRASIVES LTD.-$ EOD Prices,End of Day prices and additional trading information for ORIENT ABRASIVES LTD.-$ EOD Prices.,2019-02-01 13:23:50,1991-01-03,2019-01-31
BOM504903,RATHI STEEL & POWER LTD.-$ EOD Prices,End of Day prices and additional trading information for RATHI STEEL & POWER LTD.-$ EOD Prices.,2019-02-01 13:23:50,1991-01-02,2018-12-03
BOM504908,Duncan Engineering Ltd-$ EOD Prices,End of Day prices and additional trading information for Duncan Engineering Ltd-$ EOD Prices.,2019-02-01 13:23:50,1991-04-11,2019-01-30
BOM504918,SANDUR MANGANESE & IRON ORES LTD. EOD Prices,End of Day prices and additional trading information for SANDUR MANGANESE & IRON ORES LTD. EOD Prices.,2019-02-01 13:23:50,1995-11-21,2019-01-31
BOM504959,STOVEC INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for STOVEC INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:50,1991-01-07,2019-01-31
BOM504960,STEWARTS & LLOYDS OF INDIA LTD.-$ EOD Prices,End of Day prices and additional trading information for STEWARTS & LLOYDS OF INDIA LTD.-$ EOD Prices.,2019-02-01 13:23:50,1995-11-28,2018-02-14
BOM504961,TAYO ROLLS LTD.-$ EOD Prices,End of Day prices and additional trading information for TAYO ROLLS LTD.-$ EOD Prices.,2019-02-01 13:23:50,1991-01-02,2019-01-31
